LINE, GTIN, ATC, NAME, UNIT, TYPE
4914,EAN7680505730010,R05,Demopectol Expectorant gouttes,NA,mg
4915,EAN7680505730447,R05,Demopectol gouttes bronchiques,NA,mg
4916,EAN7680505810125,L03AC01,Proleukin Pulver zur Herstellung einer Infusionslösung,NA,mg
4917,EAN7680505820155,N07BA01,Nicotinell Pflaster Stärke 1,367.5,mg
4918,EAN7680505820230,N07BA01,Nicotinell Pflaster Stärke 1,1102.5,mg
4919,EAN7680505820315,N07BA01,Nicotinell Pflaster Stärke 2,245,mg
4920,EAN7680505820582,N07BA01,Nicotinell Pflaster Stärke 2,735,mg
4921,EAN7680505820667,N07BA01,Nicotinell Pflaster Stärke 3,122.5,mg
4922,EAN7680505820742,N07BA01,Nicotinell Pflaster Stärke 3,367.5,mg
4923,EAN7680505830239,C09AA07,Cibacen 5 mg teilbare Filmtabletten,140,mg
4924,EAN7680505831120,C09AA07,Cibacen 10 mg teilbare Filmtabletten,280,mg
4925,EAN7680505831205,C09AA07,Cibacen 10 mg teilbare Filmtabletten,980,mg
4926,EAN7680505831472,C09AA07,Cibacen 20 mg teilbare Filmtabletten,1960,mg
4927,EAN7680505860144,A08AB,Vitaguarin Granulat,NA,mg
4928,EAN7680506350156,P01CX01,Pentacarinat substance sèche pour solution à injection ou à inhalation,1500,mg
4929,EAN7680506390107,D01AC03,Pevaryl Pumpspray,300,mg
4930,EAN7680506511502,C07AB03,Atenolol Helvepharm 50 Filmtabletten,1500,mg
4931,EAN7680506511694,C07AB03,Atenolol Helvepharm 50 Filmtabletten,5000,mg
4932,EAN7680506511779,C07AB03,Atenolol Helvepharm 100 Filmtabletten,3000,mg
4933,EAN7680506511854,C07AB03,Atenolol Helvepharm 100 Filmtabletten,10000,mg
4934,EAN7680506550259,R05CB01,Ecomucyl Sandoz 200 Brausetabletten mit Brombeer-Aroma,6000,mg
4935,EAN7680506550266,R05CB01,Ecomucyl Sandoz 600 Brausetabletten mit Brombeer-Aroma,6000,mg
4936,EAN7680506600442,V03AX70,Metaossylen N homöopathische Tropfen,NA,mg
4937,EAN7680506600527,V03AX70,Metaossylen N homöopathische Tropfen,NA,mg
4938,EAN7680506720430,V03AX70,Similasan Fliess-Schnupfen Globuli,NA,mg
4939,EAN7680506720447,V03AX70,Similasan Fliess-Schnupfen Globuli,NA,mg
4940,EAN7680507080984,A09AA02,Panzytrat 25'000 Kapseln,NA,mg
4941,EAN7680507081011,A09AA02,Panzytrat 25'000 Kapseln,NA,mg
4942,EAN7680507081028,A09AA02,Panzytrat 10'000 Kapseln,NA,mg
4943,EAN7680507081035,A09AA02,Panzytrat 10'000 Kapseln,NA,mg
4944,EAN7680507090198,A04AA01,Zofran 4 mg/2 mL Infusionskonzentrat/Injektionslösung,20,mg
4945,EAN7680507090273,A04AA01,Zofran 8 mg/4 mL Infusionskonzentrat,40,mg
4946,EAN7680507100330,A04AA01,Zofran 4 mg Filmtabletten,40,mg
4947,EAN7680507100842,A04AA01,Zofran 8 mg Filmtabletten,48,mg
4948,EAN7680507110131,C10AC01,Quantalan zuckerfrei Pulver,200000,mg
4949,EAN7680507160235,M02AA15,Flector EP gel,1000,mg
4950,EAN7680507160310,M02AA15,Flector EP gel,600,mg
4951,EAN7680507190010,R05FB01,Ricola Orangen-Minze Kräuterbonbons ohne Zucker,NA,mg
4952,EAN7680507190225,R05FB01,Ricola Orangen-Minze Kräuterbonbons ohne Zucker,NA,mg
4953,EAN7680507230389,A05BA03,Arkocaps Chardon Marie/Mariendistel gélules,3500,mg
4954,EAN7680507250011,A07EC02,Pentasa Klysma Klistier,7000,mg
4955,EAN7680507340576,R05,Em-eukal sans sucre avec Isomalt bonbons pectoraux,NA,mg
4956,EAN7680507480302,J01AA02,Doxysol 100 Tabletten,800,mg
4957,EAN7680507480494,J01AA02,Doxysol 200 Tabletten,1600,mg
4958,EAN7680507510207,M02AC,Sportusal sine Heparino Spray,NA,mg
4959,EAN7680507570485,M01AC01,Pirosol Tabletten,200,mg
4960,EAN7680507570560,M01AC01,Pirosol Tabletten,600,mg
4961,EAN7680507570645,M01AC01,Pirosol Tabletten,2000,mg
4962,EAN7680507580606,R03BA02,Pulmicort Respules 025 mg/mL, Suspension,5,mg
4963,EAN7680507580798,R03BA02,Pulmicort Respules 05 mg/mL, Suspension,10,mg
4964,EAN7680507580873,R03BA02,Pulmicort Respules 0125 mg/mL, Suspension,2.5,mg
4965,EAN7680507650163,R07AA30,Survanta Suspension,NA,mg
4966,EAN7680507660124,S01CA01,Tobradex Augentropfen,NA,mg
4967,EAN7680507670192,S01CA01,Tobradex Augensalbe,NA,mg
4968,EAN7680507680238,G03CA03,Systen 50 Pflaster,74.4,mg
4969,EAN7680507680313,G03CA03,Systen 50 Pflaster,24.8,mg
4970,EAN7680507680580,G03CA03,Systen 25 Pflaster,12.4,mg
4971,EAN7680507680665,G03CA03,Systen 25 Pflaster,37.2,mg
4972,EAN7680507680825,G03CA03,Systen 75 Pflaster,111.6,mg
4973,EAN7680507860135,V03AX70,Quentakehl D5 homöopathische Tropfen,NA,mg
4974,EAN7680507870011,N06DX02,Tebofortin forte 80 Filmtabletten,2400,mg
4975,EAN7680507870028,N06DX02,Tebofortin forte 80 Filmtabletten,6400,mg
4976,EAN7680507870448,N06DX02,Tebofortin forte Filmtabletten,2400,mg
4977,EAN7680507870523,N06DX02,Tebofortin forte Filmtabletten,6400,mg
4978,EAN7680508210137,H02AB07,Prednison Galepharm 5 mg Tabletten,100,mg
4979,EAN7680508210212,H02AB07,Prednison Galepharm 5 mg Tabletten,500,mg
4980,EAN7680508210564,H02AB07,Prednison Galepharm 20 mg Tabletten,400,mg
4981,EAN7680508210649,H02AB07,Prednison Galepharm 20 mg Tabletten,2000,mg
4982,EAN7680508210724,H02AB07,Prednison Galepharm 50 mg Tabletten,1000,mg
4983,EAN7680508210809,H02AB07,Prednison Galepharm 50 mg Tabletten,5000,mg
4984,EAN7680508231057,H01AC01,Genotropin 12mg Genotropin Pen12 Injektionspräparat,12,mg
4985,EAN7680508231132,H01AC01,Genotropin 5mg Genotropin Pen5 Injektionspräparat,25,mg
4986,EAN7680508231217,H01AC01,Genotropin 5mg Genotropin Pen5 Injektionspräparat,5,mg
4987,EAN7680508380137,L01DB06,Zavedos Lyophilisat 5 mg Injektionspräparat,5,mg
4988,EAN7680508380212,L01DB06,Zavedos Lyophilisat 10 mg Injektionspräparat,10,mg
4989,EAN7680508440138,G03CA04,Ovestin Crème,15,mg
4990,EAN7680508460167,V03AX70,Otidolo homöopathisch-spagyrische Tropfen,NA,mg
4991,EAN7680508470210,V03AX70,Akutur homöopathisch-spagyrische Tropfen,NA,mg
4992,EAN7680508470227,V03AX70,Akutur homöopathisch-spagyrische Tropfen,NA,mg
4993,EAN7680508580148,M02AX10,Franzbranntwein-Gel Klosterfrau Gel,NA,mg
4994,EAN7680508630010,N02BA01,Tagol ASS 500 Tabletten,5000,mg
4995,EAN7680508630027,N02BA01,Tagol ASS 500 Tabletten,10000,mg
4996,EAN7680508660277,V03AX70,Similasan Fieber und Grippe Nr. 2  Globuli,NA,mg
4997,EAN7680508660284,V03AX70,Similasan Fieber und Grippe Nr. 2  Globuli,NA,mg
4998,EAN7680508680374,V03AX70,Similasan Magen-Darm-Beschwerden Globuli,NA,mg
4999,EAN7680508680381,V03AX70,Similasan Magen-Darm-Beschwerden Globuli,NA,mg
5000,EAN7680508720186,N01BB02,Lidocain C02 2 % Sintetica soluzione iniettabile,400,mg
5001,EAN7680508820633,J01DC02,Zinat Pulver zur Herstellung einer Suspension zum Einnehmen,1750,mg
5002,EAN7680508840174,V03AX70,Similasan Hautausschläge Globuli,NA,mg
5003,EAN7680508840181,V03AX70,Similasan Hautausschläge Globuli,NA,mg
5004,EAN7680508920357,V03AX70,Similasan Schnupfen Globuli,NA,mg
5005,EAN7680509040603,V03AX70,Similasan Schnupfen mit Stirn- und Kieferhöhlen-Beschwerden Globuli,NA,mg
5006,EAN7680509040610,V03AX70,Similasan Schnupfen mit Stirn- und Kieferhöhlen-Beschwerden Globuli,NA,mg
5007,EAN7680509120190,D01AC52,Decoderm bivalent Crème,NA,mg
5008,EAN7680509140129,V03AX70,Similasan Heuschnupfen Nr. 2 Globuli,NA,mg
5009,EAN7680509200489,V03AX70,Similasan Schluckweh Globuli,NA,mg
5010,EAN7680509200496,V03AX70,Similasan Schluckweh Globuli,NA,mg
5011,EAN7680509310577,N04BA02,Sinemet CR 25/100 mg Tabletten,NA,mg
5012,EAN7680509310584,N04BA02,Sinemet CR 25/100 mg Tabletten,NA,mg
5013,EAN7680509310591,N04BA02,Sinemet CR 50/200 mg Tabletten,NA,mg
5014,EAN7680509310607,N04BA02,Sinemet CR 50/200 mg Tabletten,NA,mg
5015,EAN7680509370472,V03AX70,Similasan Halsentzündungen Globuli,NA,mg
5016,EAN7680509370489,V03AX70,Similasan Halsentzündungen Globuli,NA,mg
5017,EAN7680509470257,V03AX70,Omida homöopathische Stockschnupfenchügeli für Kinder Globuli,NA,mg
5018,EAN7680509480218,V03AX70,Omida homöopathische Fliessschnupfenchügeli für Kinder Globuli,NA,mg
5019,EAN7680509570209,M05BA02,Bonefos Kapseln,40000,mg
5020,EAN7680509580192,M05BA02,Bonefos Infusionskonzentrat,1500,mg
5021,EAN7680509640278,R05CB01,Mucofluid 200 Tabletten,6000,mg
5022,EAN7680509650673,G02CX03,Emoton alpha Agnus castus Filmtabletten,720,mg
5023,EAN7680509650680,G02CX03,Emoton alpha Agnus castus Filmtabletten,1440,mg
5024,EAN7680509650697,G02CX03,Emoton alpha Agnus castus Filmtabletten,360,mg
5025,EAN7680509740145,A12AA12,Calcium-Acetat-Phosphatbinder Bichsel Kapseln,40000,mg
5026,EAN7680509740220,A12AA12,Calcium-Acetat-Phosphatbinder Bichsel Kapseln,100000,mg
5027,EAN7680509770135,D06BX01,Rozex Gel,225,mg
5028,EAN7680509860126,A07EC02,Salofalk 2 g lavements,14000,mg
5029,EAN7680509910609,J01CR05,Tazobac 45 g, Pulver zur Herstellung einer Infusionslösung,NA,mg
5030,EAN7680509910616,J01CR05,Tazobac 225 g, Pulver zur Herstellung einer Infusionslösung,NA,mg
5031,EAN7680509970146,A01AD11,Osa Pflanzen-Zahngel Gel,NA,mg
5032,EAN7680510200010,V03AX70,Sédatif PC comprimés homéopathiques,NA,mg
5033,EAN7680510200140,V03AX70,Sédatif PC comprimés homéopathiques,NA,mg
5034,EAN7680510210101,V03AX70,Sédatif PC granules homéopathiques,NA,mg
5035,EAN7680510351439,L03AA02,Neupogen Amgen 30 Injektionslösung,NA,mg
5036,EAN7680510351781,L03AA02,Neupogen Amgen 30 Fertigspritzen,NA,mg
5037,EAN7680510351866,L03AA02,Neupogen Amgen 30 Fertigspritzen,NA,mg
5038,EAN7680510351941,L03AA02,Neupogen Amgen 48 Fertigspritzen,NA,mg
5039,EAN7680510352085,L03AA02,Neupogen Amgen 48 Fertigspritzen,NA,mg
5040,EAN7680510370140,R01AB08,Rinofluimucil micronebulizzatore,NA,mg
5041,EAN7680510390179,N02AA01,Morphin HCl Sintetica 10 mg/1 ml soluzione iniettabile,100,mg
5042,EAN7680510390186,N02AA01,Morphin HCl Sintetica 5 mg/0.5ml soluzione iniettabile,50,mg
5043,EAN7680510390209,N02AA01,Morphin HCl Sintetica 2 mg/2 ml soluzione iniettabile,20,mg
5044,EAN7680510390216,N02AA01,Morphin HCl Sintetica 100 mg/10 ml soluzione iniettabile,1000,mg
5045,EAN7680510600322,R05X,Esberitop Tabletten,NA,mg
5046,EAN7680510600407,R05X,Esberitop Tabletten,NA,mg
5047,EAN7680510640113,N03AG04,Sabril poudre,50000,mg
5048,EAN7680510650181,C08CA05,Adalat CR 30 mg Retardtabletten,840,mg
5049,EAN7680510650266,C08CA05,Adalat CR 60 mg Retardtabletten,1680,mg
5050,EAN7680510650501,C08CA05,Adalat CR 30 mg Retardtabletten,2940,mg
5051,EAN7680510650778,C08CA05,Adalat CR 60 mg Retardtabletten,5880,mg
5052,EAN7680510650853,C08CA05,Adalat CR 20 mg Retardtabletten,560,mg
5053,EAN7680510650938,C08CA05,Adalat CR 20 mg Retardtabletten,1960,mg
5054,EAN7680510670011,A06AD11,Rudolac Sirup im Beutel,100,mg
5055,EAN7680510670028,A06AD11,Rudolac Sirup im Beutel,200,mg
5056,EAN7680510670035,A06AD11,Rudolac Sirup in Flasche,666.67,mg
5057,EAN7680510670042,A06AD11,Rudolac Sirup in Flasche,333.33,mg
5058,EAN7680510670059,A06AD11,Rudolac Sirup in Flasche,133.33,mg
5059,EAN7680510670370,A06AD11,Rudolac Sirup in Flasche,3333.33,mg
5060,EAN7680510750010,V03AF03,Calciumfolinat Sandoz eco 30 mg Injektionslösung,30,mg
5061,EAN7680510750027,V03AF03,Calciumfolinat Sandoz eco 30 mg Injektionslösung,150,mg
5062,EAN7680510750034,V03AF03,Calciumfolinat Sandoz eco 30 mg Injektionslösung,300,mg
5063,EAN7680510750041,V03AF03,Calciumfolinat Sandoz eco 50 mg Injektionslösung,50,mg
5064,EAN7680510750058,V03AF03,Calciumfolinat Sandoz eco 50 mg Injektionslösung,250,mg
5065,EAN7680510750065,V03AF03,Calciumfolinat Sandoz eco 50 mg Injektionslösung,500,mg
5066,EAN7680510750072,V03AF03,Calciumfolinat Sandoz eco 100 mg Injektionslösung,100,mg
5067,EAN7680510750089,V03AF03,Calciumfolinat Sandoz eco 200 mg Injektionslösung,200,mg
5068,EAN7680510750096,V03AF03,Calciumfolinat Sandoz eco 350 mg Injektionslösung,350,mg
5069,EAN7680510750102,V03AF03,Calciumfolinat Sandoz eco 500 mg Injektionslösung,500,mg
5070,EAN7680510750119,V03AF03,Calciumfolinat Sandoz eco 1000 mg Injektionslösung,1000,mg
5071,EAN7680510750812,V03AF03,Calciumfolinat Sandoz 30 mg Injektionslösung,150,mg
5072,EAN7680510750829,V03AF03,Calciumfolinat Sandoz 100 mg Injektionslösung,100,mg
5073,EAN7680510750836,V03AF03,Calciumfolinat Sandoz 100 mg Injektionslösung,500,mg
5074,EAN7680510750843,V03AF03,Calciumfolinat Sandoz 300 mg Injektionslösung,300,mg
5075,EAN7680510760309,V03AF03,Calciumfolinat Sandoz Kapseln,300,mg
5076,EAN7680510770414,L01XA01,Cisplatin Sandoz 10 mg/20 ml Infusionskonzentrat,10,mg
5077,EAN7680510770421,L01XA01,Cisplatin Sandoz 25 mg/50 ml Infusionskonzentrat,25,mg
5078,EAN7680510770438,L01XA01,Cisplatin Sandoz 50 mg/100 ml Infusionskonzentrat,50,mg
5079,EAN7680510770445,L01XA01,Cisplatin Sandoz 100 mg/100 ml Infusionskonzentrat,100,mg
5080,EAN7680510780550,L01BA01,Methotrexat Proreo 10 mg / 1 ml Lösung zur parenteralen Anwendung,100,mg
5081,EAN7680510780635,L01BA01,Methotrexat Proreo 50 mg / 5 ml Lösung zur parenteralen Anwendung,250,mg
5082,EAN7680510790283,L01BA01,Methotrexat Sandoz 1000 mg Konzentrat zur Herstellung einer Injektions-/Infusionslösung,1000,mg
5083,EAN7680510790290,L01BA01,Methotrexat Sandoz 5000 mg Konzentrat zur Herstellung einer Injektions-/Infusionslösung,5000,mg
5084,EAN7680510850192,V03AX70,Diarrheel S homöopathische Tabletten,NA,mg
5085,EAN7680511020297,A07FA01,Lactoferment 10 Sachets,160,mg
5086,EAN7680511170183,C09BA03,Zestoretic Tabletten,NA,mg
5087,EAN7680511170268,C09BA03,Zestoretic Tabletten,NA,mg
5088,EAN7680511170343,C09BA03,Zestoretic mite Tabletten,NA,mg
5089,EAN7680511170428,C09BA03,Zestoretic mite Tabletten,NA,mg
5090,EAN7680511390383,V03AX70,Ypsiloheel N homöopathische Tabletten,NA,mg
5091,EAN7680511450544,S01XA20,Protagent SE Augentropfen,160,mg
5092,EAN7680511450629,S01XA20,Protagent SE Augentropfen,640,mg
5093,EAN7680511590127,P03AC04,Loxazol Spüllotion,NA,mg
5094,EAN7680511630281,A06AD65,Isocolan Giuliani granulé,NA,mg
5095,EAN7680511630366,A06AD65,Isocolan Giuliani granulé,NA,mg
5096,EAN7680511630441,A06AD65,Isocolan Giuliani granulé,NA,mg
5097,EAN7680511770291,D07AC14,Advantan Crème,30,mg
5098,EAN7680511770536,D07AC14,Advantan Crème,50,mg
5099,EAN7680511780252,D07AC14,Advantan Salbe,30,mg
5100,EAN7680511780689,D07AC14,Advantan Salbe,50,mg
5101,EAN7680511790213,D07AC14,Advantan Fettsalbe,30,mg
5102,EAN7680511810263,M01AB08,Lodine retard 600 mg Filmtabletten,18000,mg
5103,EAN7680511810348,M01AB08,Lodine retard 600 mg Filmtabletten,60000,mg
5104,EAN7680511880129,N06AB05,Deroxat Filmtabletten,280,mg
5105,EAN7680511880204,N06AB05,Deroxat Filmtabletten,560,mg
5106,EAN7680511880396,N06AB05,Deroxat Filmtabletten,1960,mg
5107,EAN7680511900179,V03AX70,Metaheptachol homöopathische Tropfen,NA,mg
5108,EAN7680511900254,V03AX70,Metaheptachol homöopathische Tropfen,NA,mg
5109,EAN7680511920375,A12AA04,Calcium-Phosphatbinder Bichsel Kapseln,50000,mg
5110,EAN7680511920382,A12AA04,Calcium-Phosphatbinder Bichsel Kapseln,125000,mg
5111,EAN7680511930169,G03AB05,Gracial Tabletten,NA,mg
5112,EAN7680511930244,G03AB05,Gracial Tabletten,NA,mg
5113,EAN7680511980348,A04AA02,Kytril Konzentrat zur Herstellung einer Infusionslösung 1 mg,5,mg
5114,EAN7680511980423,A04AA02,Kytril Konzentrat zur Herstellung einer Infusionslösung 3 mg,15,mg
5115,EAN7680512060100,G03HB01,Climen Dragées,NA,mg
5116,EAN7680512060292,G03HB01,Climen Dragées,NA,mg
5117,EAN7680512260463,A01AA51,Paro Amin Fluor Gelée Gelée,NA,mg
5118,EAN7680512260548,A01AA51,Paro Amin Fluor Gelée Gelée,NA,mg
5119,EAN7680512280225,C08CA03,Lomir SRO 25 mg mite, Kapseln,250,mg
5120,EAN7680512280577,C08CA03,Lomir SRO 50 mg, Kapseln,500,mg
5121,EAN7680512310311,N02BE01,Dafalgan Kinder Pulver,3000,mg
5122,EAN7680512330708,N05CF02,Zolpidem Zentiva comprimés pelliculés sécables,100,mg
5123,EAN7680512330715,N05CF02,Zolpidem Zentiva comprimés pelliculés sécables,300,mg
5124,EAN7680512530191,V03AX70,Proaller Tropfen,NA,mg
5125,EAN7680512530276,V03AX70,Proaller homöopathisch-spagyrische Tropfen,NA,mg
5126,EAN7680512540664,V03AX70,Nerton NR homöopathisch-spagyrische Tropfen,NA,mg
5127,EAN7680512540749,V03AX70,Nerton NR homöopathisch-spagyrische Tropfen,NA,mg
5128,EAN7680512550113,V03AX70,Albicansan D5 homöopathische Tropfen,NA,mg
5129,EAN7680512570227,R01AC03,Allergodil Nasenspray Lösung,NA,mg
5130,EAN7680512740163,A11CA02,Burgerstein Beta-Carotin-Kapseln 6 mg,600,mg
5131,EAN7680512800164,D01AE16,Loceryl Crème,50,mg
5132,EAN7680512810019,D01AE16,Loceryl Nagellack,NA,mg
5133,EAN7680512810026,D01AE16,Loceryl Nagellack,NA,mg
5134,EAN7680512810392,D01AE16,Loceryl Nagellack,250,mg
5135,EAN7680512810408,D01AE16,Loceryl Nagellack,125,mg
5136,EAN7680512850275,V03AX70,Ricura homöopathisch-spagyrisches Arzneimittel, Tropfen,NA,mg
5137,EAN7680512850282,V03AX70,Ricura homöopathisch-spagyrisches Arzneimittel, Tropfen,NA,mg
5138,EAN7680512941171,N06DX02,Ginkgo Sandoz 80 Filmtabletten,240,mg
5139,EAN7680512941188,N06DX02,Ginkgo Sandoz 80 Filmtabletten,8000,mg
5140,EAN7680512941195,N06DX02,Ginkgo Sandoz 120 Filmtabletten,3600,mg
5141,EAN7680512941201,N06DX02,Ginkgo Sandoz 120 Filmtabletten,12000,mg
5142,EAN7680512941218,N06DX02,Ginkgo Sandoz 40 Filmtabletten,1200,mg
5143,EAN7680512941225,N06DX02,Ginkgo Sandoz 40 Filmtabletten,4000,mg
5144,EAN7680513030324,D10AF02,Aknilox 2% Gel,600,mg
5145,EAN7680513030409,D10AF02,Aknilox 4% Gel,1200,mg
5146,EAN7680513060154,D01BA02,Lamisil 250 mg Tabletten,3500,mg
5147,EAN7680513060239,D01BA02,Lamisil 250 mg Tabletten,7000,mg
5148,EAN7680513060314,D01BA02,Lamisil 125 mg Tabletten,1750,mg
5149,EAN7680513070115,D01AE15,Lamisil Crème,150,mg
5150,EAN7680513210146,N02BE81,Co-Dafalgan Filmtabletten,NA,mg
5151,EAN7680513210221,N02BE81,Co-Dafalgan Filmtabletten,NA,mg
5152,EAN7680513390107,V03AX70,Larifikehl D5 homöopathische Injektionslösung,NA,mg
5153,EAN7680513390299,V03AX70,Larifikehl D5 homöopathische Injektionslösung,NA,mg
5154,EAN7680513400448,V03AX70,Similasan Reizhusten Globuli,NA,mg
5155,EAN7680513400455,V03AX70,Similasan Reizhusten Globuli,NA,mg
5156,EAN7680513410591,V03AX70,Similasan Husten mit Verschleimung Globuli,NA,mg
5157,EAN7680513410607,V03AX70,Similasan Husten mit Verschleimung Globuli,NA,mg
5158,EAN7680513430278,V03AX70,Similasan Heiserkeit Globuli,NA,mg
5159,EAN7680513430285,V03AX70,Similasan Heiserkeit Globuli,NA,mg
5160,EAN7680513520177,J01FA10,Zithromax Pulver zur Herstellung einer Suspension zum Einnehmen,600,mg
5161,EAN7680513520252,J01FA10,Zithromax Pulver zur Herstellung einer Suspension zum Einnehmen,1200,mg
5162,EAN7680513530015,V03AX70,Omida Cardiospermum fettarm Creme,NA,mg
5163,EAN7680513570196,S01AE01,Floxal Augentropfen,15,mg
5164,EAN7680513580157,S01AE01,Floxal Augensalbe,9,mg
5165,EAN7680513600374,V03AX70,Similasan Schlafstörungen Globuli,NA,mg
5166,EAN7680513600381,V03AX70,Similasan Schlafstörungen Globuli,NA,mg
5167,EAN7680513610250,V03AX70,Similasan Insektenstiche Globuli,NA,mg
5168,EAN7680513620211,V03AX70,Similasan Arnica plus Globuli Globuli,NA,mg
5169,EAN7680513620228,V03AX70,Similasan Arnica plus Globuli Globuli,NA,mg
5170,EAN7680513630203,V03AX70,Similasan Leber-Galle-Beschwerden Globuli,NA,mg
5171,EAN7680513640240,V03AX70,Similasan Beruhigung Globuli,NA,mg
5172,EAN7680513640257,V03AX70,Similasan Beruhigung Globuli,NA,mg
5173,EAN7680513650126,V03AX70,Similasan Sonnenallergie Globuli,NA,mg
5174,EAN7680513660187,V03AX70,Cardinorma homöopathisch-spagyrische Tropfen,NA,mg
5175,EAN7680513660262,V03AX70,Cardinorma homöopathisch-spagyrische Tropfen,NA,mg
5176,EAN7680513730163,V03AX70,Similasan Verstopfung Globuli,NA,mg
5177,EAN7680513730170,V03AX70,Similasan Verstopfung Globuli,NA,mg
5178,EAN7680513790013,M02AA06,Traumalix forte Spray,NA,mg
5179,EAN7680513790129,M02AA06,Traumalix Spray,5000,mg
5180,EAN7680513860198,R01AC01,Cromodyn Nasenspray,600,mg
5181,EAN7680513900245,N02BE01,Becetamol Tropfen,2000,mg
5182,EAN7680513990147,V03AX70,Similasan Nieren-Blasen-Beschwerden Globuli,NA,mg
5183,EAN7680514090013,V09GB02,Seralb-I-125 Injektionslösung,NA,mg
5184,EAN7680514310142,R05,Fisherman's Friend Mint sans sucre avec sorbitol, pastilles,NA,mg
5185,EAN7680514310302,R05,Fisherman's Friend Mint sans sucre avec sorbitol, pastilles,NA,mg
5186,EAN7680514340132,B05XA01,Kalium chloratum 15% Sintetica fiale supplementari per perfusioni,15000,mg
5187,EAN7680514420162,H01CA02,Synrelina Nasenspray,12,mg
5188,EAN7680514490301,V03AX70,Similasan Kopfschmerzen Globuli,NA,mg
5189,EAN7680514490318,V03AX70,Similasan Kopfschmerzen Globuli,NA,mg
5190,EAN7680514540143,V03AX70,Septonsil homöopathisch-spagyrische Tropfen,NA,mg
5191,EAN7680514540228,V03AX70,Septonsil homöopathisch-spagyrische Tropfen,NA,mg
5192,EAN7680514550104,V03AX70,Co-Hypot homöopathisch-spagyrische Tropfen,NA,mg
5193,EAN7680514550296,V03AX70,Co-Hypot homöopathisch-spagyrische Tropfen,NA,mg
5194,EAN7680514560332,V03AX70,Pansekrel homöopathisch-spagyrische Tropfen,NA,mg
5195,EAN7680514560417,V03AX70,Pansekrel homöopathisch-spagyrische Tropfen,NA,mg
5196,EAN7680514570140,V03AX70,Similasan Gelenkschmerzen Globuli,NA,mg
5197,EAN7680514580446,A12CC05,Magnesiocard 7.5 Brausetabletten,NA,mg
5198,EAN7680514580521,A12CC05,Magnesiocard 7.5 Brausetabletten,NA,mg
5199,EAN7680514640362,D07XA01,Dermacalm-d Crème,NA,mg
5200,EAN7680514800155,M01AE02,Naproxen Mepha 250 mg Lactab,5000,mg
5201,EAN7680514800315,M01AE02,Naproxen Mepha 500 mg Lactab,5000,mg
5202,EAN7680514800582,M01AE02,Naproxen Mepha 500 mg Lactab,10000,mg
5203,EAN7680514800667,M01AE02,Naproxen Mepha 500 mg Lactab,25000,mg
5204,EAN7680514811199,L01XA02,Carboplatin-Teva 50mg / 5ml Infusionslösung,50,mg
5205,EAN7680514811274,L01XA02,Carboplatin-Teva 150mg / 15ml Infusionslösung,150,mg
5206,EAN7680514811359,L01XA02,Carboplatin-Teva 450mg / 45ml Infusionslösung,450,mg
5207,EAN7680514870011,G04BX,Künzle Blasenbeschwerden Lapiflu Filmtabletten,NA,mg
5208,EAN7680514870028,G04BX,Künzle Blasenbeschwerden Lapiflu Filmtabletten,NA,mg
5209,EAN7680514870448,G04BX,Lapiflu Filmtabletten,NA,mg
5210,EAN7680514870455,G04BX,Lapiflu Filmtabletten,NA,mg
5211,EAN7680514930364,A05AX,Lapigal Tabletten,NA,mg
5212,EAN7680515060145,N02BE01,Becetamol 250 mg Kautabletten,5000,mg
5213,EAN7680515060220,N02BE01,Becetamol 500 mg Kautabletten,10000,mg
5214,EAN7680515180201,N02BE82,Demogripal C granulé,NA,mg
5215,EAN7680515180393,N02BE82,Demogripal C granulé,NA,mg
5216,EAN7680515230241,S01HA02,Oxybuprocaine 04 % SDU Faure, Augentropfen,32,mg
5217,EAN7680515300128,V03AX70,Pinikehl D5 homöopathische Tropfen,NA,mg
5218,EAN7680515310196,V03AX70,Larifikehl D5 homöopathische Tropfen,NA,mg
5219,EAN7680515320157,V03AX70,Okoubasan homöopathische Tropfen,NA,mg
5220,EAN7680515330118,V03AX70,Larifikehl D4 homöopathische Kapseln,NA,mg
5221,EAN7680515350147,V03AX70,Usneabasan homöopathische Tropfen,NA,mg
5222,EAN7680515350222,V03AX70,Usneabasan homöopathische Tropfen,NA,mg
5223,EAN7680515360016,G01AF12,Gyno-Mycodermil Crème,700,mg
5224,EAN7680515370015,G01AF12,Gyno-Mycodermil 200 mg Ovula,600,mg
5225,EAN7680515370022,G01AF12,Gyno-Mycodermil 600 mg Ovula,600,mg
5226,EAN7680515440565,M01AB55,Arthrotec 75 Bitabs,NA,mg
5227,EAN7680515440640,M01AB55,Arthrotec 75 Bitabs,NA,mg
5228,EAN7680515440725,M01AB55,Arthrotec 75 Bitabs,NA,mg
5229,EAN7680515440732,M01AB55,Arthrotec 50 Bitabs,NA,mg
5230,EAN7680515440749,M01AB55,Arthrotec 50 Bitabs,NA,mg
5231,EAN7680515440756,M01AB55,Arthrotec 50 Bitabs,NA,mg
5232,EAN7680515470012,M01AE01,Irfen Dolo 200 mg Lactab,4000,mg
5233,EAN7680515470029,M01AE01,Irfen Dolo forte 400 mg Lactab,4000,mg
5234,EAN7680515470128,M01AE01,Iproben 200 Lactab,4000,mg
5235,EAN7680515470715,M01AE01,Iproben forte 400 Lactab,4000,mg
